begintime,sk_object,1542455798,1542455799,1542455800,1542455796,1542455797,1542455801,1542455802,1542455803,1542460730,1542460731,1542460732,duration
2022-03-01 04:00:00,877015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,877016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,877017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,877018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,879102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,884415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,10347131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 04:00:00,11215273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,844928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,869164.0,0.0,0.0,49.0,0.0,0.0,2744.0,49.0,2744.0,,,,PT3600S
2022-03-01 05:00:00,873914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,874093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876985.0,0.0,0.0,1.0,0.0,0.0,56.0,1.0,56.0,,,,PT3600S
2022-03-01 05:00:00,876986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,876999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877004.0,0.0,0.0,1.0,0.0,0.0,56.0,1.0,56.0,,,,PT3600S
2022-03-01 05:00:00,877005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-02-06 18:00:00,876984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,877018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,879102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,884415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,10347131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 05:00:00,11215273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,844928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,869164.0,0.0,0.0,49.0,0.0,0.0,2744.0,49.0,2744.0,,,,PT3600S
2022-03-01 06:00:00,873914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,874093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876972.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876977.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876978.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876980.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876982.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876984.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876985.0,0.0,0.0,1.0,0.0,0.0,56.0,1.0,56.0,,,,PT3600S
2022-03-01 06:00:00,876986.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876988.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876989.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876993.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876994.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,876999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877004.0,0.0,0.0,1.0,0.0,0.0,56.0,1.0,56.0,,,,PT3600S
2022-03-01 06:00:00,877005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,877018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,879102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,884415.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,10347131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 06:00:00,11215273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,844928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,869164.0,0.0,0.0,49.0,0.0,0.0,2744.0,49.0,2744.0,,,,PT3600S
2022-03-01 07:00:00,873914.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,874093.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876939.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876940.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876941.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876945.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876948.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876951.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876952.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
2022-03-01 07:00:00,876964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,PT3600S
